AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
10740,"Albuquerque, NM",4,NM,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,320,18.2,0.789,0.52,,,43.42,"90,320",4.2,25.61,31.58,41.20,50.32,60.96,"53,260","65,690","85,690","104,660","126,800",,
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,430,5.6,1.175,0.78,,,48.38,"100,630",2.0,24.84,34.81,44.82,62.50,78.53,"51,660","72,390","93,220","129,990","163,340",,
11020,"Altoona, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,27.9,0.773,0.51,,,41.43,"86,180",7.6,23.22,28.69,35.20,50.87,65.23,"48,300","59,680","73,210","105,810","135,680",,
11100,"Amarillo, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,8.8,0.690,0.46,,,52.58,"109,370",3.6,31.94,37.48,47.57,59.12,83.34,"66,440","77,960","98,940","122,970","173,340",,
11180,"Ames, IA",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,8.2,1.920,1.27,,,43.28,"90,030",4.4,27.84,30.15,37.11,53.25,65.34,"57,910","62,700","77,200","110,760","135,900",,
11200,"Amherst Town-Northampton, MA",4,MA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,12.9,0.736,0.49,,,55.09,"114,590",5.3,30.40,34.58,58.12,66.74,80.14,"63,230","71,930","120,880","138,830","166,700",,
11260,"Anchorage, AK",4,AK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,9.6,0.747,0.49,,,46.77,"97,280",4.3,23.27,26.94,41.40,60.85,82.85,"48,410","56,020","86,120","126,570","172,320",,
11460,"Ann Arbor, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,280,7.0,1.275,0.84,,,51.74,"107,620",1.9,29.61,39.01,52.19,63.92,74.04,"61,600","81,140","108,550","132,950","154,000",,
11540,"Appleton, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.0,0.676,0.45,,,48.09,"100,030",2.0,35.53,38.60,48.01,53.67,64.25,"73,900","80,290","99,850","111,640","133,630",,
11700,"Asheville, NC",4,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,19.4,0.385,0.25,,,55.90,"116,270",5.7,24.45,36.57,49.75,73.69,95.92,"50,850","76,070","103,480","153,260","199,520",,
12060,"Atlanta-Sandy Springs-Roswell, GA",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"5,940",4.5,2.068,1.37,,,55.27,"114,960",1.0,32.15,40.01,50.23,66.23,80.77,"66,870","83,220","104,480","137,760","168,010",,
12100,"Atlantic City-Hammonton, NJ",4,NJ,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,16.0,0.471,0.31,,,54.86,"114,100",5.8,25.19,31.80,46.27,70.70,80.79,"52,390","66,140","96,240","147,050","168,040",,
12260,"Augusta-Richmond County, GA-SC",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,7.0,0.671,0.44,,,41.47,"86,270",3.3,20.03,29.64,39.37,49.41,69.00,"41,650","61,640","81,900","102,780","143,520",,
12420,"Austin-Round Rock-San Marcos, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"3,100",4.8,2.462,1.63,,,59.99,"124,780",1.5,34.83,41.53,58.86,75.62,87.47,"72,450","86,390","122,440","157,300","181,930",,
12540,"Bakersfield-Delano, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,6.1,0.619,0.41,,,49.15,"102,230",3.3,29.25,36.33,43.92,61.53,74.93,"60,840","75,570","91,360","127,980","155,860",,
12580,"Baltimore-Columbia-Towson, MD",4,MD,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,310",16.1,0.975,0.64,,,67.22,"139,810",7.8,36.84,46.97,59.18,76.05,95.68,"76,630","97,710","123,090","158,180","199,020",,
12620,"Bangor, ME",4,ME,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,21.4,0.914,0.60,,,47.36,"98,510",3.5,27.21,27.75,35.92,57.22,106.54,"56,600","57,720","74,700","119,010","221,600",,
12700,"Barnstable Town, MA",4,MA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,14.7,0.598,0.39,,,56.49,"117,500",7.9,33.13,39.42,59.14,70.11,79.35,"68,910","81,990","123,020","145,820","165,040",,
12940,"Baton Rouge, LA",4,LA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,780,3.8,1.927,1.27,,,34.55,"71,860",1.3,26.80,31.78,33.91,38.91,41.65,"55,730","66,090","70,530","80,940","86,630",,
12980,"Battle Creek, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,9.6,0.875,0.58,,,37.95,"78,940",2.7,23.12,27.83,37.68,45.24,52.47,"48,100","57,880","78,380","94,100","109,130",,
13140,"Beaumont-Port Arthur, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,10.2,0.520,0.34,,,49.79,"103,570",2.4,26.45,36.65,47.87,60.60,68.32,"55,020","76,240","99,560","126,050","142,110",,
13380,"Bellingham, WA",4,WA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,19.9,0.444,0.29,,,65.60,"136,440",5.1,39.43,53.48,64.68,79.77,92.93,"82,000","111,230","134,530","165,920","193,300",,
13460,"Bend, OR",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,24.4,0.882,0.58,,,56.52,"117,560",6.7,31.31,38.84,49.83,61.75,81.41,"65,130","80,800","103,640","128,430","169,320",,
13740,"Billings, MT",4,MT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,11.0,0.368,0.24,,,57.55,"119,700",3.9,32.97,42.67,51.03,55.83,88.06,"68,570","88,750","106,140","116,130","183,170",,
13780,"Binghamton, NY",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,22.8,0.667,0.44,,,45.06,"93,710",5.7,24.90,30.25,42.36,56.43,63.53,"51,790","62,920","88,110","117,380","132,140",,
13820,"Birmingham, AL",4,AL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,440,15.8,0.859,0.57,,,46.86,"97,460",6.6,29.15,32.09,46.44,57.69,72.11,"60,640","66,740","96,590","120,000","149,990",,
13900,"Bismarck, ND",4,ND,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,19.9,0.811,0.54,,,40.01,"83,220",13.1,24.66,30.03,38.52,47.46,59.00,"51,280","62,460","80,110","98,710","122,730",,
13980,"Blacksburg-Christiansburg-Radford, VA",4,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,6.2,0.700,0.46,,,49.03,"101,970",4.2,32.51,41.46,41.46,51.20,73.29,"67,610","86,240","86,240","106,500","152,440",,
14010,"Bloomington, IL",4,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,390,9.9,4.316,2.85,,,63.64,"132,380",1.7,38.88,49.66,64.11,72.88,91.37,"80,880","103,290","133,340","151,590","190,050",,
14020,"Bloomington, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,14.2,0.739,0.49,,,42.45,"88,290",5.1,22.55,28.46,40.01,53.51,67.38,"46,910","59,200","83,220","111,300","140,150",,
14260,"Boise City, ID",4,ID,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,590,6.5,1.525,1.01,,,53.24,"110,740",3.1,31.32,37.27,49.60,64.28,80.22,"65,140","77,520","103,170","133,710","166,860",,
14460,"Boston-Cambridge-Newton, MA-NH",4,MA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"8,220",7.3,3.036,2.01,,,66.43,"138,180",1.7,38.82,49.23,63.38,80.15,96.34,"80,740","102,400","131,830","166,710","200,390",,
14580,"Bozeman, MT",4,MT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,31.1,0.794,0.52,,,56.50,"117,530",9.0,41.61,47.14,55.11,56.76,80.28,"86,560","98,060","114,620","118,050","166,980",,
14740,"Bremerton-Silverdale-Port Orchard, WA",4,WA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,32.1,0.499,0.33,,,60.19,"125,200",3.7,34.31,47.22,59.83,73.39,82.17,"71,360","98,210","124,440","152,640","170,920",,
14860,"Bridgeport-Stamford-Danbury, CT",4,CT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,370,16.3,0.932,0.62,,,71.47,"148,670",3.7,40.78,51.38,67.14,85.14,101.97,"84,830","106,860","139,660","177,080","212,110",,
15380,"Buffalo-Cheektowaga, NY",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,630,9.1,1.191,0.79,,,50.31,"104,640",2.2,27.72,33.34,46.71,61.46,78.16,"57,650","69,350","97,150","127,830","162,570",,
15540,"Burlington-South Burlington, VT",4,VT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,49.3,1.000,0.66,,,60.26,"125,340",5.4,39.05,45.67,59.16,74.36,82.30,"81,220","95,000","123,060","154,660","171,190",,
15940,"Canton-Massillon, OH",4,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,25.2,0.386,0.26,,,38.05,"79,140",4.7,21.56,26.16,35.52,47.69,60.00,"44,840","54,420","73,890","99,200","124,800",,
15980,"Cape Coral-Fort Myers, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,10.1,0.531,0.35,,,45.89,"95,460",9.0,22.16,33.65,44.00,57.41,72.46,"46,100","69,990","91,520","119,410","150,710",,
16020,"Cape Girardeau, MO-IL",4,MO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,19.0,0.780,0.51,,,33.11,"68,860",4.8,23.21,25.78,28.16,37.07,43.25,"48,280","53,620","58,570","77,100","89,960",,
16220,"Casper, WY",4,WY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,22.9,1.241,0.82,,,47.58,"98,970",14.9,46.08,46.08,46.08,46.08,62.44,"95,840","95,840","95,840","95,840","129,880",,
16300,"Cedar Rapids, IA",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,180,13.4,1.307,0.86,,,46.19,"96,080",4.3,26.59,32.65,45.32,60.04,68.63,"55,310","67,910","94,260","124,880","142,750",,
16540,"Chambersburg, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,14.9,0.671,0.44,,,47.66,"99,120",3.9,23.54,31.17,45.38,59.13,72.27,"48,950","64,830","94,380","122,990","150,320",,
16580,"Champaign-Urbana, IL",4,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,5.8,1.229,0.81,,,46.18,"96,050",2.6,32.17,35.88,39.89,49.67,68.33,"66,910","74,630","82,960","103,310","142,120",,
16620,"Charleston, WV",4,WV,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,12.2,0.697,0.46,,,44.91,"93,410",5.0,22.67,31.37,39.48,55.54,73.29,"47,150","65,250","82,110","115,530","152,430",,
16700,"Charleston-North Charleston, SC",4,SC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,460,22.6,1.188,0.78,,,47.52,"98,840",12.4,28.79,33.73,40.00,52.15,77.51,"59,890","70,150","83,210","108,480","161,210",,
16740,"Charlotte-Concord-Gastonia, NC-SC",4,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"3,870",3.9,2.885,1.91,,,62.55,"130,100",1.5,34.75,48.01,63.03,77.66,88.35,"72,270","99,860","131,110","161,530","183,760",,
16820,"Charlottesville, VA",4,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,10.9,0.901,0.60,,,56.29,"117,070",4.8,29.16,38.96,50.80,66.52,81.61,"60,650","81,030","105,660","138,370","169,750",,
16860,"Chattanooga, TN-GA",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,9.3,0.599,0.40,,,45.56,"94,760",6.1,17.07,30.39,46.32,61.38,63.45,"35,500","63,210","96,350","127,660","131,980",,
16980,"Chicago-Naperville-Elgin, IL-IN",4,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"5,840",6.3,1.306,0.86,,,57.59,"119,790",1.3,31.54,39.50,54.15,70.74,84.32,"65,590","82,150","112,640","147,130","175,390",,
17020,"Chico, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,14.7,0.488,0.32,,,42.85,"89,130",9.2,27.94,31.84,38.55,50.30,63.46,"58,120","66,240","80,180","104,630","131,990",,
17140,"Cincinnati, OH-KY-IN",4,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,510",5.4,1.385,0.91,,,49.21,"102,360",1.9,29.65,36.82,47.77,61.17,75.61,"61,680","76,590","99,350","127,240","157,280",,
17300,"Clarksville, TN-KY",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,25.5,0.372,0.25,,,39.68,"82,540",7.1,16.79,28.64,37.01,49.98,60.38,"34,920","59,570","76,980","103,950","125,580",,
17410,"Cleveland, OH",4,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,160",4.6,1.114,0.74,,,48.17,"100,200",2.1,27.46,36.09,46.38,59.79,69.96,"57,130","75,060","96,470","124,370","145,510",,
17780,"College Station-Bryan, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,6.5,0.784,0.52,,,49.02,"101,970",3.8,23.13,31.23,47.62,65.46,74.22,"48,120","64,960","99,040","136,160","154,370",,
17860,"Columbia, MO",4,MO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,8.9,1.398,0.92,,,42.95,"89,330",3.4,27.03,31.53,39.84,53.51,58.49,"56,230","65,590","82,860","111,290","121,660",,
17900,"Columbia, SC",4,SC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,520,21.9,1.351,0.89,,,45.05,"93,710",4.7,25.25,34.06,43.64,49.48,64.69,"52,530","70,850","90,780","102,930","134,550",,
17980,"Columbus, GA-AL",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,15.6,0.823,0.54,,,47.43,"98,650",2.9,28.75,35.65,48.09,60.64,67.37,"59,810","74,160","100,030","126,130","140,130",,
18020,"Columbus, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,11.6,0.739,0.49,,,46.26,"96,210",3.3,24.10,30.18,46.00,61.05,61.68,"50,130","62,770","95,680","126,980","128,300",,
18140,"Columbus, OH",4,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,160",8.9,1.065,0.70,,,49.61,"103,190",5.5,22.71,33.63,48.31,62.28,78.97,"47,230","69,950","100,480","129,550","164,260",,
18580,"Corpus Christi, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,11.4,0.676,0.45,,,49.24,"102,420",3.8,21.93,34.18,49.82,60.67,69.21,"45,620","71,090","103,620","126,200","143,950",,
18700,"Corvallis, OR",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.2,1.467,0.97,,,59.79,"124,350",2.4,37.49,45.49,53.31,73.92,86.28,"77,980","94,620","110,880","153,760","179,470",,
18880,"Crestview-Fort Walton Beach-Destin, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,5.6,1.310,0.87,,,44.80,"93,180",2.7,31.78,37.71,38.94,48.36,63.51,"66,110","78,440","81,000","100,590","132,110",,
19100,"Dallas-Fort Worth-Arlington, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"8,630",5.1,2.155,1.42,,,57.27,"119,130",1.7,31.07,40.73,58.09,67.71,82.77,"64,630","84,710","120,840","140,840","172,160",,
19140,"Dalton, GA",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,26.0,0.739,0.49,,,49.84,"103,670",5.4,36.25,37.80,43.59,58.07,73.98,"75,410","78,630","90,670","120,780","153,880",,
19340,"Davenport-Moline-Rock Island, IA-IL",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,290,4.8,1.592,1.05,,,50.30,"104,630",1.2,30.23,38.70,49.61,61.44,68.93,"62,880","80,490","103,200","127,800","143,370",,
19430,"Dayton-Kettering-Beavercreek, OH",4,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,300,13.6,0.812,0.54,,,47.07,"97,910",2.9,25.73,35.24,43.80,58.43,67.95,"53,510","73,300","91,110","121,530","141,340",,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,20.1,0.342,0.23,,,58.67,"122,030",9.2,23.64,33.95,45.68,75.70,111.51,"49,160","70,610","95,020","157,450","231,950",,
19780,"Des Moines-West Des Moines, IA",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,320",3.7,3.256,2.15,,,49.70,"103,370",1.2,29.75,37.47,49.05,62.35,67.61,"61,880","77,930","102,030","129,680","140,620",,
19820,"Detroit-Warren-Dearborn, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,810",6.1,1.474,0.97,,,51.95,"108,050",2.4,28.78,37.93,49.86,63.04,78.37,"59,860","78,900","103,710","131,120","163,010",,
20100,"Dover, DE",4,DE,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,16.4,0.533,0.35,,,54.69,"113,750",4.0,23.08,28.30,58.46,74.57,78.31,"48,010","58,850","121,590","155,100","162,870",,
20220,"Dubuque, IA",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,12.9,1.704,1.13,,,44.42,"92,400",3.6,26.21,29.55,41.38,61.87,68.50,"54,520","61,460","86,070","128,690","142,470",,
20260,"Duluth, MN-WI",4,MN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,21.4,0.553,0.37,,,40.61,"84,460",9.5,21.80,23.10,31.13,61.84,62.89,"45,330","48,040","64,750","128,620","130,800",,
20500,"Durham-Chapel Hill, NC",4,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,540",25.9,4.509,2.98,,,49.95,"103,900",14.2,23.74,31.83,44.76,64.14,82.19,"49,370","66,210","93,110","133,410","170,940",,
20740,"Eau Claire, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,10.7,0.797,0.53,,,49.12,"102,180",3.2,35.08,36.95,48.01,58.85,66.69,"72,970","76,850","99,850","122,400","138,710",,
21060,"Elizabethtown, KY",4,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,17.6,0.764,0.50,,,44.59,"92,740",4.1,29.26,37.05,43.16,47.79,59.40,"60,860","77,060","89,780","99,400","123,560",,
21140,"Elkhart-Goshen, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,5.5,0.752,0.50,,,42.73,"88,870",2.3,25.52,29.42,37.91,48.27,64.13,"53,080","61,190","78,860","100,390","133,380",,
21340,"El Paso, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,250,12.0,0.750,0.50,,,43.49,"90,460",4.3,20.89,27.95,38.63,51.64,70.51,"43,440","58,140","80,350","107,410","146,660",,
21500,"Erie, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,7.5,1.236,0.82,,,42.06,"87,480",1.3,29.15,30.12,37.09,47.61,62.31,"60,630","62,650","77,160","99,030","129,610",,
21660,"Eugene-Springfield, OR",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,17.9,0.527,0.35,,,51.44,"106,990",3.4,32.61,37.28,46.96,61.04,76.55,"67,830","77,530","97,690","126,970","159,230",,
21780,"Evansville, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,6.5,0.975,0.64,,,41.84,"87,030",2.1,24.43,31.10,36.38,54.84,61.72,"50,810","64,690","75,670","114,070","128,380",,
22020,"Fargo, ND-MN",4,ND,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,26.3,1.012,0.67,,,46.11,"95,920",9.7,29.44,36.33,46.87,58.31,58.52,"61,240","75,570","97,490","121,280","121,720",,
22180,"Fayetteville, NC",4,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,17.6,0.543,0.36,,,55.03,"114,460",7.4,29.75,37.14,50.64,62.01,80.36,"61,870","77,260","105,330","128,980","167,140",,
22220,"Fayetteville-Springdale-Rogers, AR",4,AR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,220,13.8,0.840,0.55,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
22380,"Flagstaff, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,11.7,0.570,0.38,,,47.60,"99,000",4.5,30.15,33.81,40.11,49.76,70.09,"62,710","70,310","83,440","103,500","145,800",,
22420,"Flint, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,13.6,0.529,0.35,,,40.06,"83,320",4.0,24.36,30.09,38.11,43.75,51.54,"50,660","62,590","79,260","91,010","107,200",,
22500,"Florence, SC",4,SC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,14.1,1.033,0.68,,,36.80,"76,530",7.9,21.81,24.08,36.71,45.87,50.39,"45,370","50,080","76,370","95,410","104,820",,
23060,"Fort Wayne, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,300,5.1,1.349,0.89,,,42.35,"88,090",2.6,24.88,34.39,40.27,48.75,60.49,"51,750","71,520","83,770","101,390","125,830",,
23420,"Fresno, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,180,7.5,0.381,0.25,,,48.74,"101,390",3.0,25.61,32.11,43.11,61.54,77.84,"53,260","66,800","89,680","127,990","161,910",,
23540,"Gainesville, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,9.1,0.883,0.58,,,48.93,"101,770",7.6,25.06,25.06,36.62,59.38,110.96,"52,120","52,120","76,180","123,520","230,800",,
23580,"Gainesville, GA",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,18.7,0.462,0.31,,,40.02,"83,250",5.8,22.12,29.02,37.34,46.36,60.24,"46,000","60,360","77,670","96,440","125,300",,
